,COV,Intensity,SV,chainLength,unsaturationUnit,isomer,sphingoidBackbone,lipidSpecies
9974,5.2,0,1400,22,0,Gal,d18:1,22:0
9975,5.4,0,1400,22,0,Gal,d18:1,22:0
9976,5.6,0,1400,22,0,Gal,d18:1,22:0
9977,5.8,0,1400,22,0,Gal,d18:1,22:0
9978,6.0,0,1400,22,0,Gal,d18:1,22:0
9979,6.2,0,1400,22,0,Gal,d18:1,22:0
9980,6.4,0,1400,22,0,Gal,d18:1,22:0
9981,6.6,0,1400,22,0,Gal,d18:1,22:0
9982,6.8,0,1400,22,0,Gal,d18:1,22:0
9983,7.0,0,1400,22,0,Gal,d18:1,22:0
9984,7.2,0,1400,22,0,Gal,d18:1,22:0
9985,7.4,0,1400,22,0,Gal,d18:1,22:0
9986,7.6,0,1400,22,0,Gal,d18:1,22:0
9987,7.8,0,1400,22,0,Gal,d18:1,22:0
9988,8.0,0,1400,22,0,Gal,d18:1,22:0
9989,8.2,0,1400,22,0,Gal,d18:1,22:0
9990,8.4,0,1400,22,0,Gal,d18:1,22:0
9991,8.6,0,1400,22,0,Gal,d18:1,22:0
9992,8.8,0,1400,22,0,Gal,d18:1,22:0
9993,9.0,0,1400,22,0,Gal,d18:1,22:0
9994,9.2,0,1400,22,0,Gal,d18:1,22:0
9995,9.4,0,1400,22,0,Gal,d18:1,22:0
9996,9.6,0,1400,22,0,Gal,d18:1,22:0
9997,9.8,0,1400,22,0,Gal,d18:1,22:0
9998,10.0,0,1400,22,0,Gal,d18:1,22:0
9999,-10.0,0,1500,22,0,Gal,d18:1,22:0
10000,-9.8,0,1500,22,0,Gal,d18:1,22:0
10001,-9.6,0,1500,22,0,Gal,d18:1,22:0
10002,-9.4,0,1500,22,0,Gal,d18:1,22:0
10003,-9.2,0,1500,22,0,Gal,d18:1,22:0
10004,-9.0,0,1500,22,0,Gal,d18:1,22:0
10005,-8.8,0,1500,22,0,Gal,d18:1,22:0
10006,-8.6,0,1500,22,0,Gal,d18:1,22:0
10007,-8.4,0,1500,22,0,Gal,d18:1,22:0
10008,-8.2,0,1500,22,0,Gal,d18:1,22:0
10009,-8.0,0,1500,22,0,Gal,d18:1,22:0
10010,-7.8,0,1500,22,0,Gal,d18:1,22:0
10011,-7.6,0,1500,22,0,Gal,d18:1,22:0
10012,-7.4,0,1500,22,0,Gal,d18:1,22:0
10013,-7.2,0,1500,22,0,Gal,d18:1,22:0
10014,-7.0,0,1500,22,0,Gal,d18:1,22:0
10015,-6.8,0,1500,22,0,Gal,d18:1,22:0
10016,-6.6,0,1500,22,0,Gal,d18:1,22:0
10017,-6.4,0,1500,22,0,Gal,d18:1,22:0
10018,-6.2,0,1500,22,0,Gal,d18:1,22:0
10019,-6.0,0,1500,22,0,Gal,d18:1,22:0
10020,-5.8,0,1500,22,0,Gal,d18:1,22:0
10021,-5.6,0,1500,22,0,Gal,d18:1,22:0
10022,-5.4,0,1500,22,0,Gal,d18:1,22:0
10023,-5.2,0,1500,22,0,Gal,d18:1,22:0
10024,-5.0,0,1500,22,0,Gal,d18:1,22:0
10025,-4.8,0,1500,22,0,Gal,d18:1,22:0
10026,-4.6,0,1500,22,0,Gal,d18:1,22:0
10027,-4.4,0,1500,22,0,Gal,d18:1,22:0
10028,-4.2,0,1500,22,0,Gal,d18:1,22:0
10029,-4.0,0,1500,22,0,Gal,d18:1,22:0
10030,-3.8,0,1500,22,0,Gal,d18:1,22:0
10031,-3.6,0,1500,22,0,Gal,d18:1,22:0
10032,-3.4,0,1500,22,0,Gal,d18:1,22:0
10033,-3.2,0,1500,22,0,Gal,d18:1,22:0
10034,-3.0,0,1500,22,0,Gal,d18:1,22:0
10035,-2.8,0,1500,22,0,Gal,d18:1,22:0
10036,-2.6,0,1500,22,0,Gal,d18:1,22:0
10037,-2.4,0,1500,22,0,Gal,d18:1,22:0
10038,-2.2,0,1500,22,0,Gal,d18:1,22:0
10039,-2.0,0,1500,22,0,Gal,d18:1,22:0
10040,-1.8,0,1500,22,0,Gal,d18:1,22:0
10041,-1.6,0,1500,22,0,Gal,d18:1,22:0
10042,-1.4,60,1500,22,0,Gal,d18:1,22:0
10043,-1.2,240,1500,22,0,Gal,d18:1,22:0
10044,-1.0,1020,1500,22,0,Gal,d18:1,22:0
10045,-0.8,2480,1500,22,0,Gal,d18:1,22:0
10046,-0.6,4560,1500,22,0,Gal,d18:1,22:0
10047,-0.4,5540,1500,22,0,Gal,d18:1,22:0
10048,-0.2,6440,1500,22,0,Gal,d18:1,22:0
10049,0.0,5580,1500,22,0,Gal,d18:1,22:0
10050,0.2,4980,1500,22,0,Gal,d18:1,22:0
10051,0.4,3880,1500,22,0,Gal,d18:1,22:0
10052,0.6,2820,1500,22,0,Gal,d18:1,22:0
10053,0.8,1200,1500,22,0,Gal,d18:1,22:0
10054,1.0,300,1500,22,0,Gal,d18:1,22:0
10055,1.2,60,1500,22,0,Gal,d18:1,22:0
10056,1.4,0,1500,22,0,Gal,d18:1,22:0
10057,1.6,0,1500,22,0,Gal,d18:1,22:0
10058,1.8,0,1500,22,0,Gal,d18:1,22:0
10059,2.0,0,1500,22,0,Gal,d18:1,22:0
10060,2.2,0,1500,22,0,Gal,d18:1,22:0
10061,2.4,0,1500,22,0,Gal,d18:1,22:0
10062,2.6,0,1500,22,0,Gal,d18:1,22:0
10063,2.8,0,1500,22,0,Gal,d18:1,22:0
10064,3.0,0,1500,22,0,Gal,d18:1,22:0
10065,3.2,0,1500,22,0,Gal,d18:1,22:0
10066,3.4,0,1500,22,0,Gal,d18:1,22:0
10067,3.6,0,1500,22,0,Gal,d18:1,22:0
10068,3.8,0,1500,22,0,Gal,d18:1,22:0
10069,4.0,0,1500,22,0,Gal,d18:1,22:0
10070,4.2,0,1500,22,0,Gal,d18:1,22:0
10071,4.4,0,1500,22,0,Gal,d18:1,22:0
10072,4.6,0,1500,22,0,Gal,d18:1,22:0
10073,4.8,0,1500,22,0,Gal,d18:1,22:0
10074,5.0,0,1500,22,0,Gal,d18:1,22:0
10075,5.2,0,1500,22,0,Gal,d18:1,22:0
10076,5.4,0,1500,22,0,Gal,d18:1,22:0
10077,5.6,0,1500,22,0,Gal,d18:1,22:0
10078,5.8,0,1500,22,0,Gal,d18:1,22:0
10079,6.0,0,1500,22,0,Gal,d18:1,22:0
10080,6.2,0,1500,22,0,Gal,d18:1,22:0
10081,6.4,0,1500,22,0,Gal,d18:1,22:0
10082,6.6,0,1500,22,0,Gal,d18:1,22:0
10083,6.8,0,1500,22,0,Gal,d18:1,22:0
10084,7.0,0,1500,22,0,Gal,d18:1,22:0
10085,7.2,0,1500,22,0,Gal,d18:1,22:0
10086,7.4,0,1500,22,0,Gal,d18:1,22:0
10087,7.6,0,1500,22,0,Gal,d18:1,22:0
10088,7.8,0,1500,22,0,Gal,d18:1,22:0
10089,8.0,0,1500,22,0,Gal,d18:1,22:0
10090,8.2,0,1500,22,0,Gal,d18:1,22:0
10091,8.4,0,1500,22,0,Gal,d18:1,22:0
10092,8.6,0,1500,22,0,Gal,d18:1,22:0
10093,8.8,0,1500,22,0,Gal,d18:1,22:0
10094,9.0,0,1500,22,0,Gal,d18:1,22:0
10095,9.2,0,1500,22,0,Gal,d18:1,22:0
10096,9.4,0,1500,22,0,Gal,d18:1,22:0
10097,9.6,0,1500,22,0,Gal,d18:1,22:0
10098,9.8,0,1500,22,0,Gal,d18:1,22:0
10099,10.0,0,1500,22,0,Gal,d18:1,22:0
10100,-10.0,0,1600,22,0,Gal,d18:1,22:0
10101,-9.8,0,1600,22,0,Gal,d18:1,22:0
10102,-9.6,0,1600,22,0,Gal,d18:1,22:0
10103,-9.4,0,1600,22,0,Gal,d18:1,22:0
10104,-9.2,0,1600,22,0,Gal,d18:1,22:0
10105,-9.0,0,1600,22,0,Gal,d18:1,22:0
10106,-8.8,0,1600,22,0,Gal,d18:1,22:0
10107,-8.6,0,1600,22,0,Gal,d18:1,22:0
10108,-8.4,0,1600,22,0,Gal,d18:1,22:0
10109,-8.2,0,1600,22,0,Gal,d18:1,22:0
10110,-8.0,0,1600,22,0,Gal,d18:1,22:0
10111,-7.8,0,1600,22,0,Gal,d18:1,22:0
10112,-7.6,0,1600,22,0,Gal,d18:1,22:0
10113,-7.4,0,1600,22,0,Gal,d18:1,22:0
10114,-7.2,0,1600,22,0,Gal,d18:1,22:0
10115,-7.0,0,1600,22,0,Gal,d18:1,22:0
10116,-6.8,0,1600,22,0,Gal,d18:1,22:0
10117,-6.6,0,1600,22,0,Gal,d18:1,22:0
10118,-6.4,0,1600,22,0,Gal,d18:1,22:0
10119,-6.2,0,1600,22,0,Gal,d18:1,22:0
10120,-6.0,0,1600,22,0,Gal,d18:1,22:0
10121,-5.8,0,1600,22,0,Gal,d18:1,22:0
10122,-5.6,0,1600,22,0,Gal,d18:1,22:0
10123,-5.4,0,1600,22,0,Gal,d18:1,22:0
10124,-5.2,0,1600,22,0,Gal,d18:1,22:0
10125,-5.0,0,1600,22,0,Gal,d18:1,22:0
10126,-4.8,0,1600,22,0,Gal,d18:1,22:0
10127,-4.6,0,1600,22,0,Gal,d18:1,22:0
10128,-4.4,0,1600,22,0,Gal,d18:1,22:0
10129,-4.2,0,1600,22,0,Gal,d18:1,22:0
10130,-4.0,0,1600,22,0,Gal,d18:1,22:0
10131,-3.8,0,1600,22,0,Gal,d18:1,22:0
10132,-3.6,0,1600,22,0,Gal,d18:1,22:0
10133,-3.4,0,1600,22,0,Gal,d18:1,22:0
10134,-3.2,0,1600,22,0,Gal,d18:1,22:0
10135,-3.0,0,1600,22,0,Gal,d18:1,22:0
10136,-2.8,0,1600,22,0,Gal,d18:1,22:0
10137,-2.6,0,1600,22,0,Gal,d18:1,22:0
10138,-2.4,0,1600,22,0,Gal,d18:1,22:0
10139,-2.2,0,1600,22,0,Gal,d18:1,22:0
10140,-2.0,0,1600,22,0,Gal,d18:1,22:0
10141,-1.8,0,1600,22,0,Gal,d18:1,22:0
10142,-1.6,0,1600,22,0,Gal,d18:1,22:0
10143,-1.4,0,1600,22,0,Gal,d18:1,22:0
10144,-1.2,280,1600,22,0,Gal,d18:1,22:0
10145,-1.0,1360,1600,22,0,Gal,d18:1,22:0
10146,-0.8,2880,1600,22,0,Gal,d18:1,22:0
10147,-0.6,5500,1600,22,0,Gal,d18:1,22:0
10148,-0.4,6940,1600,22,0,Gal,d18:1,22:0
10149,-0.2,6860,1600,22,0,Gal,d18:1,22:0
10150,0.0,6880,1600,22,0,Gal,d18:1,22:0
10151,0.2,5240,1600,22,0,Gal,d18:1,22:0
10152,0.4,4300,1600,22,0,Gal,d18:1,22:0
10153,0.6,2900,1600,22,0,Gal,d18:1,22:0
10154,0.8,1700,1600,22,0,Gal,d18:1,22:0
10155,1.0,480,1600,22,0,Gal,d18:1,22:0
10156,1.2,120,1600,22,0,Gal,d18:1,22:0
10157,1.4,0,1600,22,0,Gal,d18:1,22:0
10158,1.6,0,1600,22,0,Gal,d18:1,22:0
10159,1.8,0,1600,22,0,Gal,d18:1,22:0
10160,2.0,0,1600,22,0,Gal,d18:1,22:0
10161,2.2,0,1600,22,0,Gal,d18:1,22:0
10162,2.4,0,1600,22,0,Gal,d18:1,22:0
10163,2.6,0,1600,22,0,Gal,d18:1,22:0
10164,2.8,0,1600,22,0,Gal,d18:1,22:0
10165,3.0,0,1600,22,0,Gal,d18:1,22:0
10166,3.2,0,1600,22,0,Gal,d18:1,22:0
10167,3.4,0,1600,22,0,Gal,d18:1,22:0
10168,3.6,0,1600,22,0,Gal,d18:1,22:0
10169,3.8,0,1600,22,0,Gal,d18:1,22:0
10170,4.0,0,1600,22,0,Gal,d18:1,22:0
10171,4.2,0,1600,22,0,Gal,d18:1,22:0
10172,4.4,0,1600,22,0,Gal,d18:1,22:0
10173,4.6,0,1600,22,0,Gal,d18:1,22:0
10174,4.8,0,1600,22,0,Gal,d18:1,22:0
10175,5.0,0,1600,22,0,Gal,d18:1,22:0
10176,5.2,0,1600,22,0,Gal,d18:1,22:0
10177,5.4,0,1600,22,0,Gal,d18:1,22:0
10178,5.6,0,1600,22,0,Gal,d18:1,22:0
10179,5.8,0,1600,22,0,Gal,d18:1,22:0
10180,6.0,0,1600,22,0,Gal,d18:1,22:0
10181,6.2,0,1600,22,0,Gal,d18:1,22:0
10182,6.4,0,1600,22,0,Gal,d18:1,22:0
10183,6.6,0,1600,22,0,Gal,d18:1,22:0
10184,6.8,0,1600,22,0,Gal,d18:1,22:0
10185,7.0,0,1600,22,0,Gal,d18:1,22:0
10186,7.2,0,1600,22,0,Gal,d18:1,22:0
10187,7.4,0,1600,22,0,Gal,d18:1,22:0
10188,7.6,0,1600,22,0,Gal,d18:1,22:0
10189,7.8,0,1600,22,0,Gal,d18:1,22:0
10190,8.0,0,1600,22,0,Gal,d18:1,22:0
10191,8.2,0,1600,22,0,Gal,d18:1,22:0
10192,8.4,0,1600,22,0,Gal,d18:1,22:0
10193,8.6,0,1600,22,0,Gal,d18:1,22:0
10194,8.8,0,1600,22,0,Gal,d18:1,22:0
10195,9.0,0,1600,22,0,Gal,d18:1,22:0
10196,9.2,0,1600,22,0,Gal,d18:1,22:0
10197,9.4,0,1600,22,0,Gal,d18:1,22:0
10198,9.6,0,1600,22,0,Gal,d18:1,22:0
10199,9.8,0,1600,22,0,Gal,d18:1,22:0
10200,10.0,0,1600,22,0,Gal,d18:1,22:0
10201,-10.0,0,1700,22,0,Gal,d18:1,22:0
10202,-9.8,0,1700,22,0,Gal,d18:1,22:0
10203,-9.6,0,1700,22,0,Gal,d18:1,22:0
10204,-9.4,0,1700,22,0,Gal,d18:1,22:0
10205,-9.2,0,1700,22,0,Gal,d18:1,22:0
10206,-9.0,0,1700,22,0,Gal,d18:1,22:0
10207,-8.8,0,1700,22,0,Gal,d18:1,22:0
10208,-8.6,0,1700,22,0,Gal,d18:1,22:0
10209,-8.4,0,1700,22,0,Gal,d18:1,22:0
10210,-8.2,0,1700,22,0,Gal,d18:1,22:0
10211,-8.0,0,1700,22,0,Gal,d18:1,22:0
10212,-7.8,0,1700,22,0,Gal,d18:1,22:0
10213,-7.6,0,1700,22,0,Gal,d18:1,22:0
10214,-7.4,0,1700,22,0,Gal,d18:1,22:0
10215,-7.2,0,1700,22,0,Gal,d18:1,22:0
10216,-7.0,0,1700,22,0,Gal,d18:1,22:0
10217,-6.8,0,1700,22,0,Gal,d18:1,22:0
10218,-6.6,0,1700,22,0,Gal,d18:1,22:0
10219,-6.4,0,1700,22,0,Gal,d18:1,22:0
10220,-6.2,0,1700,22,0,Gal,d18:1,22:0
10221,-6.0,0,1700,22,0,Gal,d18:1,22:0
10222,-5.8,0,1700,22,0,Gal,d18:1,22:0
10223,-5.6,0,1700,22,0,Gal,d18:1,22:0
10224,-5.4,0,1700,22,0,Gal,d18:1,22:0
10225,-5.2,0,1700,22,0,Gal,d18:1,22:0
10226,-5.0,0,1700,22,0,Gal,d18:1,22:0
10227,-4.8,0,1700,22,0,Gal,d18:1,22:0
10228,-4.6,0,1700,22,0,Gal,d18:1,22:0
10229,-4.4,0,1700,22,0,Gal,d18:1,22:0
10230,-4.2,0,1700,22,0,Gal,d18:1,22:0
10231,-4.0,0,1700,22,0,Gal,d18:1,22:0
10232,-3.8,0,1700,22,0,Gal,d18:1,22:0
10233,-3.6,0,1700,22,0,Gal,d18:1,22:0
10234,-3.4,0,1700,22,0,Gal,d18:1,22:0
10235,-3.2,0,1700,22,0,Gal,d18:1,22:0
10236,-3.0,0,1700,22,0,Gal,d18:1,22:0
10237,-2.8,0,1700,22,0,Gal,d18:1,22:0
10238,-2.6,0,1700,22,0,Gal,d18:1,22:0
10239,-2.4,0,1700,22,0,Gal,d18:1,22:0
10240,-2.2,0,1700,22,0,Gal,d18:1,22:0
10241,-2.0,0,1700,22,0,Gal,d18:1,22:0
10242,-1.8,0,1700,22,0,Gal,d18:1,22:0
10243,-1.6,0,1700,22,0,Gal,d18:1,22:0
10244,-1.4,0,1700,22,0,Gal,d18:1,22:0
10245,-1.2,180,1700,22,0,Gal,d18:1,22:0
10246,-1.0,800,1700,22,0,Gal,d18:1,22:0
10247,-0.8,3460,1700,22,0,Gal,d18:1,22:0
10248,-0.6,5720,1700,22,0,Gal,d18:1,22:0
10249,-0.4,8640,1700,22,0,Gal,d18:1,22:0
10250,-0.2,8300,1700,22,0,Gal,d18:1,22:0
10251,0.0,7760,1700,22,0,Gal,d18:1,22:0
10252,0.2,5680,1700,22,0,Gal,d18:1,22:0
10253,0.4,5840,1700,22,0,Gal,d18:1,22:0
10254,0.6,4060,1700,22,0,Gal,d18:1,22:0
10255,0.8,1800,1700,22,0,Gal,d18:1,22:0
10256,1.0,520,1700,22,0,Gal,d18:1,22:0
10257,1.2,180,1700,22,0,Gal,d18:1,22:0
10258,1.4,40,1700,22,0,Gal,d18:1,22:0
10259,1.6,0,1700,22,0,Gal,d18:1,22:0
10260,1.8,0,1700,22,0,Gal,d18:1,22:0
10261,2.0,0,1700,22,0,Gal,d18:1,22:0
10262,2.2,0,1700,22,0,Gal,d18:1,22:0
10263,2.4,0,1700,22,0,Gal,d18:1,22:0
10264,2.6,0,1700,22,0,Gal,d18:1,22:0
10265,2.8,0,1700,22,0,Gal,d18:1,22:0
10266,3.0,0,1700,22,0,Gal,d18:1,22:0
10267,3.2,0,1700,22,0,Gal,d18:1,22:0
10268,3.4,0,1700,22,0,Gal,d18:1,22:0
10269,3.6,0,1700,22,0,Gal,d18:1,22:0
10270,3.8,0,1700,22,0,Gal,d18:1,22:0
10271,4.0,0,1700,22,0,Gal,d18:1,22:0
10272,4.2,0,1700,22,0,Gal,d18:1,22:0
10273,4.4,0,1700,22,0,Gal,d18:1,22:0
10274,4.6,0,1700,22,0,Gal,d18:1,22:0
10275,4.8,0,1700,22,0,Gal,d18:1,22:0
10276,5.0,0,1700,22,0,Gal,d18:1,22:0
10277,5.2,0,1700,22,0,Gal,d18:1,22:0
10278,5.4,0,1700,22,0,Gal,d18:1,22:0
10279,5.6,0,1700,22,0,Gal,d18:1,22:0
10280,5.8,0,1700,22,0,Gal,d18:1,22:0
10281,6.0,0,1700,22,0,Gal,d18:1,22:0
10282,6.2,0,1700,22,0,Gal,d18:1,22:0
10283,6.4,0,1700,22,0,Gal,d18:1,22:0
10284,6.6,0,1700,22,0,Gal,d18:1,22:0
10285,6.8,0,1700,22,0,Gal,d18:1,22:0
10286,7.0,0,1700,22,0,Gal,d18:1,22:0
10287,7.2,0,1700,22,0,Gal,d18:1,22:0
10288,7.4,0,1700,22,0,Gal,d18:1,22:0
10289,7.6,0,1700,22,0,Gal,d18:1,22:0
10290,7.8,0,1700,22,0,Gal,d18:1,22:0
10291,8.0,0,1700,22,0,Gal,d18:1,22:0
10292,8.2,0,1700,22,0,Gal,d18:1,22:0
10293,8.4,0,1700,22,0,Gal,d18:1,22:0
10294,8.6,0,1700,22,0,Gal,d18:1,22:0
10295,8.8,0,1700,22,0,Gal,d18:1,22:0
10296,9.0,0,1700,22,0,Gal,d18:1,22:0
10297,9.2,0,1700,22,0,Gal,d18:1,22:0
10298,9.4,0,1700,22,0,Gal,d18:1,22:0
10299,9.6,0,1700,22,0,Gal,d18:1,22:0
10300,9.8,0,1700,22,0,Gal,d18:1,22:0
10301,10.0,0,1700,22,0,Gal,d18:1,22:0
10302,-10.0,0,1800,22,0,Gal,d18:1,22:0
10303,-9.8,0,1800,22,0,Gal,d18:1,22:0
10304,-9.6,0,1800,22,0,Gal,d18:1,22:0
10305,-9.4,0,1800,22,0,Gal,d18:1,22:0
10306,-9.2,0,1800,22,0,Gal,d18:1,22:0
10307,-9.0,0,1800,22,0,Gal,d18:1,22:0
10308,-8.8,0,1800,22,0,Gal,d18:1,22:0
10309,-8.6,0,1800,22,0,Gal,d18:1,22:0
10310,-8.4,0,1800,22,0,Gal,d18:1,22:0
10311,-8.2,0,1800,22,0,Gal,d18:1,22:0
10312,-8.0,0,1800,22,0,Gal,d18:1,22:0
10313,-7.8,0,1800,22,0,Gal,d18:1,22:0
10314,-7.6,0,1800,22,0,Gal,d18:1,22:0
10315,-7.4,0,1800,22,0,Gal,d18:1,22:0
10316,-7.2,0,1800,22,0,Gal,d18:1,22:0
10317,-7.0,0,1800,22,0,Gal,d18:1,22:0
10318,-6.8,0,1800,22,0,Gal,d18:1,22:0
10319,-6.6,0,1800,22,0,Gal,d18:1,22:0
10320,-6.4,0,1800,22,0,Gal,d18:1,22:0
10321,-6.2,0,1800,22,0,Gal,d18:1,22:0
10322,-6.0,0,1800,22,0,Gal,d18:1,22:0
10323,-5.8,0,1800,22,0,Gal,d18:1,22:0
10324,-5.6,0,1800,22,0,Gal,d18:1,22:0
10325,-5.4,0,1800,22,0,Gal,d18:1,22:0
10326,-5.2,0,1800,22,0,Gal,d18:1,22:0
10327,-5.0,0,1800,22,0,Gal,d18:1,22:0
10328,-4.8,0,1800,22,0,Gal,d18:1,22:0
10329,-4.6,0,1800,22,0,Gal,d18:1,22:0
10330,-4.4,0,1800,22,0,Gal,d18:1,22:0
10331,-4.2,0,1800,22,0,Gal,d18:1,22:0
10332,-4.0,0,1800,22,0,Gal,d18:1,22:0
10333,-3.8,0,1800,22,0,Gal,d18:1,22:0
10334,-3.6,0,1800,22,0,Gal,d18:1,22:0
10335,-3.4,0,1800,22,0,Gal,d18:1,22:0
10336,-3.2,0,1800,22,0,Gal,d18:1,22:0
10337,-3.0,0,1800,22,0,Gal,d18:1,22:0
10338,-2.8,0,1800,22,0,Gal,d18:1,22:0
10339,-2.6,0,1800,22,0,Gal,d18:1,22:0
10340,-2.4,0,1800,22,0,Gal,d18:1,22:0
10341,-2.2,0,1800,22,0,Gal,d18:1,22:0
10342,-2.0,0,1800,22,0,Gal,d18:1,22:0
10343,-1.8,0,1800,22,0,Gal,d18:1,22:0
10344,-1.6,40,1800,22,0,Gal,d18:1,22:0
10345,-1.4,20,1800,22,0,Gal,d18:1,22:0
10346,-1.2,280,1800,22,0,Gal,d18:1,22:0
10347,-1.0,1080,1800,22,0,Gal,d18:1,22:0
10348,-0.8,3400,1800,22,0,Gal,d18:1,22:0
10349,-0.6,6480,1800,22,0,Gal,d18:1,22:0
10350,-0.4,9020,1800,22,0,Gal,d18:1,22:0
10351,-0.2,10180,1800,22,0,Gal,d18:1,22:0
10352,0.0,10800,1800,22,0,Gal,d18:1,22:0
10353,0.2,8180,1800,22,0,Gal,d18:1,22:0
10354,0.4,5440,1800,22,0,Gal,d18:1,22:0
10355,0.6,4180,1800,22,0,Gal,d18:1,22:0
10356,0.8,2180,1800,22,0,Gal,d18:1,22:0
10357,1.0,1020,1800,22,0,Gal,d18:1,22:0
10358,1.2,340,1800,22,0,Gal,d18:1,22:0
10359,1.4,20,1800,22,0,Gal,d18:1,22:0
10360,1.6,0,1800,22,0,Gal,d18:1,22:0
10361,1.8,0,1800,22,0,Gal,d18:1,22:0
10362,2.0,0,1800,22,0,Gal,d18:1,22:0
10363,2.2,0,1800,22,0,Gal,d18:1,22:0
10364,2.4,0,1800,22,0,Gal,d18:1,22:0
10365,2.6,0,1800,22,0,Gal,d18:1,22:0
10366,2.8,0,1800,22,0,Gal,d18:1,22:0
10367,3.0,0,1800,22,0,Gal,d18:1,22:0
10368,3.2,0,1800,22,0,Gal,d18:1,22:0
10369,3.4,0,1800,22,0,Gal,d18:1,22:0
10370,3.6,0,1800,22,0,Gal,d18:1,22:0
10371,3.8,0,1800,22,0,Gal,d18:1,22:0
10372,4.0,0,1800,22,0,Gal,d18:1,22:0
10373,4.2,0,1800,22,0,Gal,d18:1,22:0
10374,4.4,0,1800,22,0,Gal,d18:1,22:0
10375,4.6,0,1800,22,0,Gal,d18:1,22:0
10376,4.8,0,1800,22,0,Gal,d18:1,22:0
10377,5.0,0,1800,22,0,Gal,d18:1,22:0
10378,5.2,0,1800,22,0,Gal,d18:1,22:0
10379,5.4,0,1800,22,0,Gal,d18:1,22:0
10380,5.6,0,1800,22,0,Gal,d18:1,22:0
10381,5.8,0,1800,22,0,Gal,d18:1,22:0
10382,6.0,0,1800,22,0,Gal,d18:1,22:0
10383,6.2,0,1800,22,0,Gal,d18:1,22:0
10384,6.4,0,1800,22,0,Gal,d18:1,22:0
10385,6.6,0,1800,22,0,Gal,d18:1,22:0
10386,6.8,0,1800,22,0,Gal,d18:1,22:0
10387,7.0,0,1800,22,0,Gal,d18:1,22:0
10388,7.2,0,1800,22,0,Gal,d18:1,22:0
10389,7.4,0,1800,22,0,Gal,d18:1,22:0
10390,7.6,0,1800,22,0,Gal,d18:1,22:0
10391,7.8,0,1800,22,0,Gal,d18:1,22:0
10392,8.0,0,1800,22,0,Gal,d18:1,22:0
10393,8.2,0,1800,22,0,Gal,d18:1,22:0
10394,8.4,0,1800,22,0,Gal,d18:1,22:0
10395,8.6,0,1800,22,0,Gal,d18:1,22:0
10396,8.8,0,1800,22,0,Gal,d18:1,22:0
10397,9.0,0,1800,22,0,Gal,d18:1,22:0
10398,9.2,0,1800,22,0,Gal,d18:1,22:0
10399,9.4,0,1800,22,0,Gal,d18:1,22:0
10400,9.6,0,1800,22,0,Gal,d18:1,22:0
10401,9.8,0,1800,22,0,Gal,d18:1,22:0
10402,10.0,0,1800,22,0,Gal,d18:1,22:0
10403,-10.0,0,1900,22,0,Gal,d18:1,22:0
10404,-9.8,0,1900,22,0,Gal,d18:1,22:0
10405,-9.6,0,1900,22,0,Gal,d18:1,22:0
10406,-9.4,0,1900,22,0,Gal,d18:1,22:0
10407,-9.2,0,1900,22,0,Gal,d18:1,22:0
10408,-9.0,0,1900,22,0,Gal,d18:1,22:0
10409,-8.8,0,1900,22,0,Gal,d18:1,22:0
10410,-8.6,0,1900,22,0,Gal,d18:1,22:0
10411,-8.4,0,1900,22,0,Gal,d18:1,22:0
10412,-8.2,0,1900,22,0,Gal,d18:1,22:0
10413,-8.0,0,1900,22,0,Gal,d18:1,22:0
10414,-7.8,0,1900,22,0,Gal,d18:1,22:0
10415,-7.6,0,1900,22,0,Gal,d18:1,22:0
10416,-7.4,0,1900,22,0,Gal,d18:1,22:0
10417,-7.2,0,1900,22,0,Gal,d18:1,22:0
10418,-7.0,0,1900,22,0,Gal,d18:1,22:0
10419,-6.8,0,1900,22,0,Gal,d18:1,22:0
10420,-6.6,0,1900,22,0,Gal,d18:1,22:0
10421,-6.4,0,1900,22,0,Gal,d18:1,22:0
10422,-6.2,0,1900,22,0,Gal,d18:1,22:0
10423,-6.0,0,1900,22,0,Gal,d18:1,22:0
10424,-5.8,0,1900,22,0,Gal,d18:1,22:0
10425,-5.6,0,1900,22,0,Gal,d18:1,22:0
10426,-5.4,0,1900,22,0,Gal,d18:1,22:0
10427,-5.2,0,1900,22,0,Gal,d18:1,22:0
10428,-5.0,0,1900,22,0,Gal,d18:1,22:0
10429,-4.8,0,1900,22,0,Gal,d18:1,22:0
10430,-4.6,0,1900,22,0,Gal,d18:1,22:0
10431,-4.4,0,1900,22,0,Gal,d18:1,22:0
10432,-4.2,0,1900,22,0,Gal,d18:1,22:0
10433,-4.0,0,1900,22,0,Gal,d18:1,22:0
10434,-3.8,0,1900,22,0,Gal,d18:1,22:0
10435,-3.6,0,1900,22,0,Gal,d18:1,22:0
10436,-3.4,0,1900,22,0,Gal,d18:1,22:0
10437,-3.2,0,1900,22,0,Gal,d18:1,22:0
10438,-3.0,0,1900,22,0,Gal,d18:1,22:0
10439,-2.8,0,1900,22,0,Gal,d18:1,22:0
10440,-2.6,0,1900,22,0,Gal,d18:1,22:0
10441,-2.4,0,1900,22,0,Gal,d18:1,22:0
10442,-2.2,0,1900,22,0,Gal,d18:1,22:0
10443,-2.0,0,1900,22,0,Gal,d18:1,22:0
10444,-1.8,0,1900,22,0,Gal,d18:1,22:0
